Date Sold,Parcel Number,Legal Description,APN,Owner Name Address,longitude,latitude,Situs Address,URL,Source,Page No.
"August 30, 2012",,  THE SUMMIT---LOT 14 & PT LOT 15 & PT LOT 104 BELMONT ADD OAF: BEG ON ELI  OLIVE ST AT SW COR LOT 14 BLK 1 TH N 37.5' THE 135.25' TH S 37.5' TH W TO POB  & PT OF VAC LOCKRIDGE RD  & W 1/2 VAC ALLEY LYE  OF & ADJ ,29-640-29-05-00-0-00-000,,-94.5543855053,39.0785473089,"2607 OLIVE ST, KANSAS CITY, MO 64127",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=29-640-29-05-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,11
"August 30, 2012",,  TOWT'S ADD---S 50.2' LOT 5 BLK 1  ,29-640-29-17-00-0-00-000,,-94.5539673734,39.0773196520,"2412 E 27TH ST, KANSAS CITY, MO 64127",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=29-640-29-17-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,12
"August 30, 2012",K2011-02057,  WRIGHT PLACE RES OF---LOTS 16  & 17 ,29-710-04-23-00-0-00-000,,-94.5563225350,39.0760231656,"2730 PARK AVE, KANSAS CITY, MO 64117",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=29-710-04-23-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,13
"August 28, 2012",K2011-02058,  PAIN'S HENRY B 2ND  ADD---N 35' LOT 24  ,29-710-05-01-00-0-00-000,,-94.5574817729,39.0771557707,"2700 BROOKLYN AVE, KANSAS CITY, MO 64109",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=29-710-05-01-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,14
"August 28, 2012",K2011-02089,  OLD TROOST PARK---BEG IN W LI OF PASEO 5' N OF SECOR LOT 3 TH WLY TO APT ON S  LI OF LOT 3 47.5' E OF SW COR SD LOT 3 TH N 24' THE 27.5' TH ELY TO A PT ON W LI  OF PASEO 10' S OF NE COR SD LOT 3 TH S  ALG W LI OF PASEO 35' TO BEG  ,29-720-05-18-00-0-00-000,,-94.5656501195,39.0764572785,"2730 PASEO, KANSAS CITY, MO 64109",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=29-720-05-18-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,15
"August 28, 2012",K2011-02105,  HESTLEIGH N 10' OF LOT 18  ,29-730-09-22-01-0-00-000,,,,,http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=29-730-09-22-01-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,16
"August 28, 2012",K2011-02106,  HESTLEIGH LOT 19 F& S 25' OF LOT 20  ,29-730-09-30-00-0-00-000,,-94.5696363105,39.0678317414,"3216 TRACY AVE, KANSAS CITY, MO 64109",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=29-730-09-30-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,17
"August 28, 2012",K2011-02112,  BOSTON HEIGHTS---TH N 67' OF TH E 129. 75' OF LOT 4  ,29-730-15-91-03-0-00-000,,-94.5626698000,39.0655110932,"3326 WOODLAND AVE, KANSAS CITY, MO 64109",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=29-730-15-91-03-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,18
"August 28, 2012",K2011-02115,  DIXIE ADD  LOT44 ,29-730-20-07-00-0-00-000,,-94.5679032114,39.0659229242,"3321 VIRGINIA AVE, KANSAS CITY, MO 64109",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=29-730-20-07-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,19
"August 30, 2012",K2011-02132,  KAUFFMAN PLACE  N 30 FT LOT 84  ,29-740-20-14-00-0-00-000,,-94.5573757129,39.0650613980,"3337 BROOKLYN AVE, KANSAS CITY, MO 64109",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=29-740-20-14-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,20
"August 28, 2012",K2011-02160,  IRWIN & MORRILL'S ADD  LOT 30  ,29-840-14-08-00-0-00-000,,-94.5763657642,39.0680675832,"3219 HOLMES ST, KANSAS CITY, MO 64109",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=29-840-14-08-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,21
"August 28, 2012",K2011-02161,  IRWIN & MORRILL'S ADD  LOT 34  ,29-840-14-38-00-0-00-000,,-94.5763796865,39.0677949390,"3227 HOLMES ST, KANSAS CITY, MO 64109",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=29-840-14-38-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,22
"August 28, 2012",K2011-02162,  IRWIN & MORRILL'S ADD  LOT 35  LAND TRUST K83-1905  ,29-840-14-39-00-0-00-000,,-94.5763826892,39.0677359618,"3229 HOLMES ST, KANSAS CITY, MO 64109",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=29-840-14-39-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,23
"August 28, 2012",K2011-02164,  HIGHGATE S 36' OF N 37' OF LOT 59 BLK 3  ,29-840-20-13-00-0-00-000,,-94.5752509935,39.0657969287,"3335 CHARLOTTE ST, KANSAS CITY, MO 64109",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=29-840-20-13-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,24
"August 28, 2012",K2011-02207,  IVANHOE PARK  S 24' OF LOT 11 BLK 4  ,30-110-24-16-00-0-00-000,,-94.5624216046,39.0578709814,"3741 WOODLAND AVE, KANSAS CITY, MO 64109",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=30-110-24-16-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,25
"August 28, 2012",K2011-02208,  IVANHOE PARK  N 30' OF N 56' OF S 80' OF LOT 11 BLK 4  ,30-110-24-29-00-0-00-000,,-94.5624133976,39.0580226973,"3737 WOODLAND AVE, KANSAS CITY, MO 64109",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=30-110-24-29-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,26
"August 28, 2012",K2011-02209,  IVANHOE PARK  S 26' OF N 56' OF S 80' OF LOT 11 BLK 4  ,30-110-24-30-00-0-00-000,,-94.5624177382,39.0579461700,"3739 WOODLAND AVE, KANSAS CITY, MO 64109",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=30-110-24-30-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,27
"August 28, 2012",K2011-02230,  TROOST PARK  S 10 FT OF LOT 77 N 30 FT O F LOT78  ,30-120-12-10-00-0-00-000,,-94.5680708231,39.0605359571,"3621 VIRGINIA AVE, KANSAS CITY, MO 64109",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=30-120-12-10-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,28
"August 28, 2012",K2011-02232,  PASEO HEIGHTS  LOT45 ,30-120-16-06-00-0-00-000,,-94.5645819660,39.0591745405,"1605 E 37TH ST, KANSAS CITY, MO 64109",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=30-120-16-06-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,29
"August 28, 2012",K2011-02233,  PASED HEIGHTS  LDT 58  ,30-120-16-16-00-0-00-000,,-94.5646972850,39.0583025783,"3727 WAYNE AVE, KANSAS CITY, MO 64109",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=30-120-16-16-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,30
"August 31, 2012",K2011-02234,  PASEO HEIGHTS  S 14.80' OF LOT 131  & N 13.14' OF LOT 132  ,30-120-16-36-00-0-00-000,,-94.5642334863,39.0573742265,"3756 HIGHLAND AVE, KANSAS CITY, MO 64109",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=30-120-16-36-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,31
"August 28, 2012",K2011-02236,  PASEO HEIGHTS  S 32.5 FT OF LOT 95  ,30-120-17-23-00-0-00-000,,-94.5658598977,39.0574666391,"3755 FLORA AVE, KANSAS CITY, MO 64109",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=30-120-17-23-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,32
"August 30, 2012",K2011-02247,  HELLMAN'S CHRISTIAN ESTATE SUB OF  N 30' OF S 150' OF W 1/2 OF LOT 3  ,30-130-03-17-00-0-00-000,,-94.5661002273,39.0545240354,"3937 FLORA AVE, KANSAS CITY, MO 64110",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=30-130-03-17-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,33
"August 28, 2012",K2011-02254,  TROOST HILL  E 105 FT OF LOT 89  ,30-130-09-01-00-0-00-000,,-94.5712516377,39.0541255979,"4000 FOREST AVE, KANSAS CITY, MO 64110",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=30-130-09-01-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,34
"August 28, 2012",K2011-02255,  TROOST HILL  LOT 77  ,30-130-10-05-00-0-00-000,,-94.5706472825,39.0536962055,"4015 FOREST AVE, KANSAS CITY, MO 64110",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=30-130-10-05-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,35
"August 28, 2012",K2011-02256,  TROOST HILL  S 27 FT OF LOT 45  ,30-130-11-17-00-0-00-000,,-94.5695727449,39.0530992716,"4031 TRACY AVE, KANSAS CITY, MO 64110",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=30-130-11-17-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,36
"August 28, 2012",K2011-02275,  APPEL'S FIRST ADD  S 26' OF LOT 3  & N 6' OF LOT 4  ,30-130-16-26-00-0-00-000,,-94.5633335852,39.0532242324,"4018 WOODLAND AVE, KANSAS CITY, MO 64110",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=30-130-16-26-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,37
"August 28, 2012",K2011-02284,  TROOST AVENUE TERRACE  N 23.7' OF E 100' LOT 40  & S 6.3' OF E 100' LOT 41  ,30-130-23-26-00-0-00-000,,-94.5702764061,39.0508334827,"4144 TRACY AVE, KANSAS CITY, MO 64110",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=30-130-23-26-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,38
"August 28, 2012",K2011-02285,  TROOST AVENUE TERRACE  N 11 2/3 FT OF LOT 16 S 21 2/3 'OF LOT 17  ,30-130-24-20-00-0-00-000,,-94.5714886164,39.0512170302,"4134 FOREST AVE, KANSAS CITY, MO 64110",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=30-130-24-20-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,39
"August 30, 2012",K2011-02309,  GEORGE W WARDERS ADD  S 25' OF LOT 2  & N 15' OF LOT 3 BLK 9 {EX PT IN PROSPECT)  ,30-140-17-30-00-0-00-000,,-94.5541633168,39.0515633523,"4106 PROSPECT AVE, KANSAS CITY, MO 64130",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=30-140-17-30-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,40
"August 28, 2012",K2011-02312,  OLIVE PARK  W 1/2 VAC ALLEY E OF & ADJ & LOTSO  ,30-140-19-10-00-0-00-000,,-94.5569752427,39.0511691707,"4121 PARK AVE, KANSAS CITY, MO 64130",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=30-140-19-10-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,41
"August 28, 2012",K2011-02317,  NIAGARA PLACE  N 23' LOT 20  & S 7' LOT 21 BLK 8  & W 1/2 VAC ALLEY E  & ADJ ,30-140-24-08-00-0-00-000,,-94.5627365066,39.0515313076,"4117 WOODLAND AVE, KANSAS CITY, MO 64110",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=30-140-24-08-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,42
"August 30, 2012",K2011-02322,  NIAGARA PLACE  W 50' OF LOTS 11  & 12 BLK 4  ,30-140-28-17-00-0-00-000,,-94.5590869581,39.0485782668,"2112 E 43RD ST, KANSAS CITY, MO 64130",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=30-140-28-17-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,43
"August 28, 2012",K2011-02373,  TROOST HIGHLANDS SUB  E 33' OF 61 E 33' OF 6 2  ,30-240-12-19-00-0-00-000,,-94.5753079958,39.0527729865,"810 E 41ST ST, KANSAS CITY, MO 64110",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=30-240-12-19-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,44
"August 28, 2012",K2011-02393,  PATE'S ADD  N 85 FT OF LOT 8  & N 85 FT OF E 1/2 OF LOT 9 BLK 2  ,30-410-02-05-00-0-00-000,,-94.5928585898,39.0493111556,"517 W 43RD ST, KANSAS CITY, MO 64111",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=30-410-02-05-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,45
"August 28, 2012",K2011-02395,  BUNKER HILL  LOTS 37  & 38 BLK 4  ,30-410-08-26-00-0-00-000,,-94.5996754296,39.0491439899,"4314 JARBOE ST, KANSAS CITY, MO 64111",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=30-410-08-26-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,46
"August 28, 2012",K2011-02404,  LANSDOWNE LOT 14  & S 12.5' LOT 15 BLK 1 (EX PT IN BLVD)  ,30-510-14-15-00-0-00-000,,-94.5736846912,39.0438131100,"1000 BRUSH CREEK BLVD, KANSAS CITY, MO 64110",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=30-510-14-15-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,47
"August 28, 2012",K2011-02407,  SOPHIAN PLAZA CONDO SUB  PARKING UNIT NO 9 UPPER LEVEL  ,30-524-10-09-00-0-00-000,,-94.5833632891,39.0427054814,"4618 WARWICK BLVD 9P, KANSAS CITY, MO 64112",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=30-524-10-09-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,48
"August 28, 2012",K2011-02422,  VANDERBILT PLACE NO 2  W 29.5 FT OF E 69.5 FT OF LOTS 1  & 2 BLK 8  ,30-610-12-02-00-0-00-000,,-94.5590128561,39.0464716028,"2119 E 44TH ST, KANSAS CITY, MO 64130",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=30-610-12-02-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,49
"August 30, 2012",K2011-02439,  LLEWELLYN HEIGHTS RES  LOT 7  ,30-620-04-04-00-0-00-000,,-94.5675311249,39.0483147705,"4309 PASEO, KANSAS CITY, MO 64110",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=30-620-04-04-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,50
"August 30, 2012",K2011-02447,  LLEWELLYN PLACE AMENDED PLAT  E 80' LOT 14 BLK 2  ,30-620-10-24-00-0-00-000,,-94.5704383680,39.0454021179,"4450 TRACY AVE, KANSAS CITY, MO 64110",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=30-620-10-24-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,51
"August 28, 2012",K2011-02450,  LLEWELLYN PLACE AMENDED PLAT  S 1/2 OF LOT 4 BLK 4  ,30-620-12-06-00-0-00-000,,-94.5687614595,39.0465172302,"4417 VIRGINIA AVE, KANSAS CITY, MO 64110",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=30-620-12-06-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,52
"August 28, 2012",K2011-02457,  LLEWELLYN ANNEX  N 20' LOT 20 S 10' LOT 21 BLK 2  ,30-620-20-27-00-0-00-000,,-94.5707227934,39.0445747614,"4516 TRACY AVE, KANSAS CITY, MO 64110",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=30-620-20-27-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,53
"August 28, 2012",K2011-02459,  LOGAN PARK  S 10' OF LOT 3  & N 20' OF LOT 4 BLK 02  ,30-620-23-07-00-0-00-000,,-94.5713432074,39.0429348518,"4611 FOREST AVE, KANSAS CITY, MO 64110",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=30-620-23-07-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,54
"August 28, 2012",K2011-02465,  ELM RIDGE PARK  LOT 83  ,30-630-15-18-00-0-00-000,,-94.5663231778,39.0362779772,"1510 E 50TH ST, KANSAS CITY, MO 64110",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=30-630-15-18-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,55
"August 28, 2012",K2011-02473,  PROSPECT HILL  LOT 276  ,30-640-01-04-00-0-00-000,,-94.5553112201,39.0397333396,"2512 SWOPE PKWY, KANSAS CITY, MO 64130",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=30-640-01-04-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,56
"August 30, 2012",K2011-02482,  OLDHAM'S FIRST ADD  LOT40 ,30-640-25-04-00-0-00-000,,-94.5623875770,39.0372285745,"4911 MICHIGAN AVE, KANSAS CITY, MO 64130",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=30-640-25-04-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,57
"August 28, 2012",K2011-02507,  BROOKWOOD N 10' OF LOT 146 & S 30' OF LOT 147  ,30-710-09-09-00-0-00-000,,-94.5639116779,39.0308898747,"5239 WOODLAND AVE, KANSAS CITY, MO 64110",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=30-710-09-09-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,58
"August 30, 2012",K2011-02514,  RODENBECKS 2ND ADD  LOT 2  ,30-710-16-15-00-0-00-000,,-94.5557819376,39.0304386344,"5227 WABASH AVE, KANSAS CITY, MO 64130",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=30-710-16-15-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,59
"August 28, 2012",K2011-02517,  YEOMANS ADD  LOT 16 & N 13.52' OF LOT 15  ,30-710-18-23-00-0-00-000,,-94.5565128779,39.0291807102,"5328 WABASH AVE, KANSAS CITY, MO 64130",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=30-710-18-23-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,60
"August 28, 2012",K2011-02521,  FALLVIEW N 32' OF LOT 7  & S 8' OF LOT 8  ,30-710-21-11-00-0-00-000,,-94.5604983295,39.0292866409,"5329 GARFIELD AVE, KANSAS CITY, MO 64130",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=30-710-21-11-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,61
"August 28, 2012",K2011-02526,  PLATIENBURG PLACE  N 25' OF LOT 21  & S 12.5' OF LOT 22  ,30-710-24-09-00-0-00-000,,-94.5640052017,39.0291684048,"5337 WOODLAND AVE, KANSAS CITY, MO 64110",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=30-710-24-09-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,62
"August 28, 2012",K2011-02535,  SUNSHINE LOT 37 (EX N 3')  ,30-710-30-11-00-0-00-000,,-94.5582937571,39.0271343434,"5437 PARK AVE, KANSAS CITY, MO 64130",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=30-710-30-11-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,63
"August 30, 2012",K2011-02536,  BROOKWOOD SELY 7' MEAS ON WLY LI BY 6.71' MEAS ON ELY LI OF LOT 123& NWLY 36' MEAS ON WLY  LI BY 32.29' MEAS ON ELY  LI OF LOT124  ,30-7 20-02-08-00-0-00-000 ,,,,,http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=30-7 20-02-08-00-0-00-000 ,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,64
"August 28, 2012",K2011-02538,  THE SYCAMORES  LOT 17  & N 3.45' OF LOT 18  ,30-720-24-18-00-0-00-000,,-94.5694701347,39.0273102527,"5440 LYDIA AVE, KANSAS CITY, MO 64110",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=30-720-24-18-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,65
"August 30, 2012",K2011-02539,  KATHLEEN RIDGE  LOT 35  ,30-720-26-01-00-0-00-000,,-94.5665923874,39.0286351150,"5400 WAYNE AVE, KANSAS CITY, MO 64110",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=30-720-26-01-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,66
"August 28, 2012",K2011-02542,  KEYSTONE LOT 6  ,30-720-28-22-00-0-00-000,,-94.5648001883,39.0275358238,"5432 WOODLAND AVE, KANSAS CITY, MO 64110",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=30-720-28-22-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,67
"August 28, 2012",K2011-02551,  TROOST PLATEAU  N 33 1/3' OF LOT 18 BLK 9  ,30-730-21-08-00-0-00-000,,-94.5702362991,39.0224851321,"5725 VIRGINIA AVE, KANSAS CITY, MO 64110",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=30-730-21-08-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,68
"August 30, 2012",K2011-02554,  TROOST PLATEAU  LOT 17 BLK 14  ,30-730-26-04-00-0-00-000 ,,,,,http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=30-730-26-04-00-0-00-000 ,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,69
"August 28, 2012",K2011-02555,  TROOST PLATEAU  S 33 1/3' OF LOT 12 BLK 14  ,30-730-26-10-00-0-00-000,,-94.5726806267,39.0206832549,"5827 FOREST AVE, KANSAS CITY, MO 64110",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=30-730-26-10-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,70
"August 28, 2012",K2011-02557,  EDWARDS T H SOUTH PARK ADD  LOT 19  ,30-730-31-24-00-0-00-000,,-94.5652093648,39.0204766692,"5828 WOODLAND AVE, KANSAS CITY, MO 64110",http://maps.jacksongov.org/PropertyReport/propertyReport.cfm?pid=30-730-31-24-00-0-00-000,data/PDFs/2011/kc report of sale vol. 1-1 ocr.pdf,71
